//DATASET,
//created,Wed, 24 Feb 2021 21:14:22 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
195.8064,196.0062,-51.2309
196.0062,196.2061,-51.443

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,-0.2064
191.8,0.1188
192.1,0.8721
192.2,1.0199
192.4,1.1286
192.7,0.8546
194.2,1.1396
194.4,0.8307
194.7,0.1576
194.9,0.1723
195.2,1.7549
195.3,2.7032



//TRACE,Optical Spectrum,Input 1 (Run 17) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.0748
191.8095,192.0094,-59.4096
192.0094,192.2092,-58.9149
192.2092,192.4091,-58.6525
192.4091,192.6089,-58.6454
192.6089,192.8088,-58.8565
192.8088,193.0086,-59.181
193.0086,193.2084,-59.4651
193.2084,193.4083,-59.5564
193.4083,193.6081,-59.3756
193.6081,193.808,-58.9754
193.808,194.0078,-58.5401
194.0078,194.2077,-58.3067
194.2077,194.4075,-58.4265
194.4075,194.6073,-58.8368
194.6073,194.8072,-59.2243
194.8072,195.007,-59.1344
195.007,195.2069,-58.2134
195.2069,195.4067,-56.4135
195.4067,195.6066,-54.121
195.6066,195.8064,-52.0302
195.8064,196.0062,-50.867
196.0062,196.2061,-51.0805

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-0.4205
191.8,0.2614
192.1,1.0291
192.3,1.2712
192.4,1.2971
192.5,1.2611
192.6,1.1687
192.7,1.0318
192.8,0.8642
192.9,0.6847
193.3,0.2438
193.4,0.2812
193.6,0.549
193.7,0.7513
193.9,1.1626
194,1.3094
194.1,1.3828
194.2,1.364
194.3,1.2525
194.5,0.8233
194.7,0.3983
194.9,0.4264
195,0.7337
195.3,3.0028



//TRACE,Optical Spectrum,Input 1 (Run 18) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.7529
191.8095,192.0094,-60.1359
192.0094,192.2092,-59.6854
192.2092,192.4091,-59.4615
192.4091,192.6089,-59.4867
192.6089,192.8088,-59.7254
192.8088,193.0086,-60.0751
193.0086,193.2084,-60.3853
193.2084,193.4083,-60.5059
193.4083,193.6081,-60.3585
193.6081,193.808,-59.994
193.808,194.0078,-59.5934
194.0078,194.2077,-59.3909
194.2077,194.4075,-59.5378
194.4075,194.6073,-59.9777
194.6073,194.8072,-60.4078
194.8072,195.007,-60.3842
195.007,195.2069,-59.5572
195.2069,195.4067,-57.8757
195.4067,195.6066,-55.7091
195.6066,195.8064,-53.7246
195.8064,196.0062,-52.6201
196.0062,196.2061,-52.827

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.0559
191.8,-0.4249
191.9,-0.1498
192,0.0858
192.2,0.4051
192.3,0.4766
192.4,0.4857
192.5,0.4343
192.6,0.3281
192.7,0.1785
192.8,-0.0011
192.9,-0.1923
193,-0.3753
193.1,-0.5301
193.2,-0.6381
193.3,-0.6856
193.4,-0.6642
193.5,-0.5771
193.6,-0.4317
193.7,-0.2479
193.8,-0.0512
193.9,0.1274
194,0.2578
194.1,0.3162
194.2,0.2838
194.3,0.1596
194.4,-0.0453
194.5,-0.2967
194.6,-0.5534
194.7,-0.7609
194.8,-0.8599
194.9,-0.797
195.1,-0.0479
195.2,0.6628
195.3,1.5602
195.4,2.5933
195.5,3.6819
195.6,4.7356
195.7,5.6588
195.9,6.7836



//TRACE,Optical Spectrum,Input 1 (Run 19) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-61.3425
191.8095,192.0094,-60.7673
192.0094,192.2092,-60.355
192.2092,192.4091,-60.1646
192.4091,192.6089,-60.2181
192.6089,192.8088,-60.481
192.8088,193.0086,-60.8529
193.0086,193.2084,-61.186
193.2084,193.4083,-61.3324
193.4083,193.6081,-61.214
193.6081,193.808,-60.8804
193.808,194.0078,-60.5099
194.0078,194.2077,-60.3342
194.2077,194.4075,-60.505
194.4075,194.6073,-60.9711
194.6073,194.8072,-61.439
194.8072,195.007,-61.4735
195.007,195.2069,-60.7277
195.2069,195.4067,-59.1478
195.4067,195.6066,-57.0889
195.6066,195.8064,-55.1955
195.8064,196.0062,-54.1413
196.0062,196.2061,-54.3428

//Parameterized
#Frequency,Power
#(THz),(dBm)
192.6,-0.4003
192.7,-0.561
192.8,-0.751
193,-1.1455
193.4,-1.4835
193.5,-1.4112
193.7,-1.1138
194.3,-0.7876
194.6,-1.5389
194.7,-1.7654
195.5,2.3179
195.6,3.3197
195.7,4.1987
195.8,4.8694



//TRACE,Optical Spectrum,Input 1 (Run 20) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.6638
191.8095,192.0094,-60.0404
192.0094,192.2092,-59.5841
192.2092,192.4091,-59.3551
192.4091,192.6089,-59.3761
192.6089,192.8088,-59.6112
192.8088,193.0086,-59.9575
193.0086,193.2084,-60.2642
193.2084,193.4083,-60.381
193.4083,193.6081,-60.2292
193.6081,193.808,-59.86
193.808,194.0078,-59.4549
194.0078,194.2077,-59.2483
194.2077,194.4075,-59.3916
194.4075,194.6073,-59.8276
194.6073,194.8072,-60.2521
194.8072,195.007,-60.2197
195.007,195.2069,-59.3804
195.2069,195.4067,-57.6835
195.4067,195.6066,-55.5004
195.6066,195.8064,-53.502
195.8064,196.0062,-52.3898
196.0062,196.2061,-52.5976

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.8,-0.3348
191.9,-0.0565
192.2,0.507
192.3,0.5809
192.5,0.5429
192.6,0.4385
192.7,0.2905
192.8,0.1125
192.9,-0.0772
193,-0.2586
193.2,-0.518
193.4,-0.5401
193.5,-0.4507
193.8,0.0824
193.9,0.2633
194,0.3958
194.2,0.4256
194.3,0.303
194.5,-0.1497
194.6,-0.4041
195.1,0.1252
195.3,1.7496
195.5,3.8886
195.8,6.589



//TRACE,Optical Spectrum,Input 1 (Run 21) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.8287
191.8095,192.0094,-60.2171
192.0094,192.2092,-59.7715
192.2092,192.4091,-59.5519
192.4091,192.6089,-59.5808
192.6089,192.8088,-59.8226
192.8088,193.0086,-60.1751
193.0086,193.2084,-60.4882
193.2084,193.4083,-60.6121
193.4083,193.6081,-60.4684
193.6081,193.808,-60.1079
193.808,194.0078,-59.7112
194.0078,194.2077,-59.5121
194.2077,194.4075,-59.6621
194.4075,194.6073,-60.1053
194.6073,194.8072,-60.5403
194.8072,195.007,-60.5241
195.007,195.2069,-59.7076
195.2069,195.4067,-58.0393
195.4067,195.6066,-55.8866
195.6066,195.8064,-53.9139
195.8064,196.0062,-52.8158
196.0062,196.2061,-53.0221

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.1268
191.7,-0.804
191.8,-0.5015
191.9,-0.2291
192,0.0039
192.1,0.189
192.2,0.3186
192.3,0.388
192.4,0.3951
192.5,0.3421
192.6,0.2343
192.8,-0.0977
192.9,-0.2902
193.1,-0.6307
193.4,-0.7697
193.5,-0.6845
193.7,-0.3594
193.9,0.0119
194,0.1404
194.1,0.1972
194.2,0.1632
194.3,0.0376
194.4,-0.1687
194.5,-0.4217
194.6,-0.6803
194.8,-0.9924
194.9,-0.9336
195.1,-0.1951
195.3,1.3992
195.4,2.4249
195.5,3.5063
195.6,4.5533
195.7,5.4708
195.8,6.1705



//TRACE,Optical Spectrum,Input 1 (Run 22) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.4908
191.8095,192.0094,-59.8551
192.0094,192.2092,-59.3875
