//DATASET,
//created,Wed, 24 Feb 2021 21:47:26 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
193.6,-0.4197
194,0.2706
194.1,0.3292
194.2,0.297
194.3,0.1729
194.7,-0.7467
194.8,-0.8454
195,-0.5182
195.1,-0.0318
195.3,1.5778
195.5,3.7012
195.6,4.7556
195.8,6.3838



//TRACE,Optical Spectrum,Input 1 (Run 8) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.8316
191.8095,192.0094,-60.2202
192.0094,192.2092,-59.7748
192.2092,192.4091,-59.5554
192.4091,192.6089,-59.5844
192.6089,192.8088,-59.8263
192.8088,193.0086,-60.179
193.0086,193.2084,-60.4921
193.2084,193.4083,-60.6162
193.4083,193.6081,-60.4726
193.6081,193.808,-60.1123
193.808,194.0078,-59.7157
194.0078,194.2077,-59.5168
194.2077,194.4075,-59.6669
194.4075,194.6073,-60.1102
194.6073,194.8072,-60.5453
194.8072,195.007,-60.5295
195.007,195.2069,-59.7133
195.2069,195.4067,-58.0455
195.4067,195.6066,-55.8934
195.6066,195.8064,-53.9211
195.8064,196.0062,-52.8233
196.0062,196.2061,-53.0296

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.1296
191.7,-0.8068
191.9,-0.2321
192,0.0008
192.1,0.1858
192.3,0.3846
192.4,0.3916
192.5,0.3385
192.6,0.2307
192.7,0.0796
192.8,-0.1014
192.9,-0.2939
193,-0.4783
193.1,-0.6346
193.2,-0.7441
193.3,-0.7933
193.4,-0.7738
193.5,-0.6886
193.6,-0.5453
193.7,-0.3637
193.8,-0.1691
193.9,0.0075
194,0.1359
194.1,0.1926
194.2,0.1586
194.4,-0.1735
194.5,-0.4265
194.6,-0.6852
194.7,-0.8952
194.8,-0.9975
194.9,-0.9388
195,-0.6805
195.1,-0.2008
195.2,0.5031
195.3,1.393
195.4,2.4184
195.6,4.5463
195.7,5.4636
195.8,6.1631
195.9,6.5812



//TRACE,Optical Spectrum,Input 1 (Run 9) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.5177
191.8095,192.0094,-59.884
192.0094,192.2092,-59.4182
192.2092,192.4091,-59.1809
192.4091,192.6089,-59.1949
192.6089,192.8088,-59.424
192.8088,193.0086,-59.765
193.0086,193.2084,-60.066
193.2084,193.4083,-60.1764
193.4083,193.6081,-60.0175
193.6081,193.808,-59.6406
193.808,194.0078,-59.228
194.0078,194.2077,-59.0148
194.2077,194.4075,-59.1522
194.4075,194.6073,-59.5818
194.6073,194.8072,-59.997
194.8072,195.007,-59.9504
195.007,195.2069,-59.0909
195.2069,195.4067,-57.3685
195.4067,195.6066,-55.1585
195.6066,195.8064,-53.1372
195.8064,196.0062,-52.0124
196.0062,196.2061,-52.2216

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-0.8358
191.7,-0.5012
191.8,-0.1872
191.9,0.0965
192,0.3401
192.1,0.5352
192.3,0.7519
192.5,0.7208
192.6,0.6194
192.8,0.2987
193,-0.0673
193.2,-0.3212
193.3,-0.3636
193.4,-0.3367
193.5,-0.2435
193.6,-0.0919
193.8,0.3014
194,0.6221
194.1,0.6857
194.3,0.5382
194.5,0.0913
194.6,-0.1594
194.7,-0.3592
194.8,-0.4484
195,-0.0945
195.3,2.06
195.4,3.1161
195.5,4.2273
195.7,6.2425



//TRACE,Optical Spectrum,Input 1 (Run 10) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.4217
191.8095,192.0094,-59.7812
192.0094,192.2092,-59.3091
192.2092,192.4091,-59.0664
192.4091,192.6089,-59.0758
192.6089,192.8088,-59.301
192.8088,193.0086,-59.6383
193.0086,193.2084,-59.9357
193.2084,193.4083,-60.042
193.4083,193.6081,-59.8783
193.6081,193.808,-59.4964
193.808,194.0078,-59.0788
194.0078,194.2077,-58.8613
