//DATASET,
//created,Tue, 02 Feb 2021 18:02:55 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
194.4075,194.6073,-56.2108
194.6073,194.8072,-56.5023
194.8072,195.007,-56.2606
195.007,195.2069,-55.1206
195.2069,195.4067,-53.0422
195.4067,195.6066,-50.4538
195.6066,195.8064,-48.1138
195.8064,196.0062,-46.8135
196.0062,196.2061,-47.0422



//TRACE,Optical Spectrum,Input 1 (Run 7) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,1.2824
192.1,2.5738
194,3.4589
195.5,8.4735

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.6949
191.8095,192.0094,-57.931
192.0094,192.2092,-57.3461
192.2092,192.4091,-57.0053
192.4091,192.6089,-56.9323
192.6089,192.8088,-57.088
192.8088,193.0086,-57.362
193.0086,193.2084,-57.594
193.2084,193.4083,-57.6261
193.4083,193.6081,-57.3776
193.6081,193.808,-56.9042
193.808,194.0078,-56.3973
194.0078,194.2077,-56.101
194.2077,194.4075,-56.166
194.4075,194.6073,-56.5177
194.6073,194.8072,-56.8203
194.8072,195.007,-56.5964
195.007,195.2069,-55.4821
195.2069,195.4067,-53.4367
195.4067,195.6066,-50.8831
195.6066,195.8064,-48.5725
195.8064,196.0062,-47.2884
196.0062,196.2061,-47.5153



//TRACE,Optical Spectrum,Input 1 (Run 8) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.3397
191.9,1.411
192.1,1.933
192.2,2.1093
192.4,2.2678
192.6,2.1743
193,1.5769
193.1,1.4493
193.9,2.4009
194,2.5673
194.6,1.9442
195.1,2.8492
195.5,7.1388
195.6,8.3241
195.7,9.3591
195.8,10.1476

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.2664
191.8095,192.0094,-58.5435
192.0094,192.2092,-57.996
192.2092,192.4091,-57.6877
192.4091,192.6089,-57.642
192.6089,192.8088,-57.8205
192.8088,193.0086,-58.1153
193.0086,193.2084,-58.3688
193.2084,193.4083,-58.4254
193.4083,193.6081,-58.2049
193.6081,193.808,-57.7619
193.808,194.0078,-57.2848
194.0078,194.2077,-57.0145
194.2077,194.4075,-57.1022
194.4075,194.6073,-57.4779
194.6073,194.8072,-57.8155
194.8072,195.007,-57.647
195.007,195.2069,-56.6131
195.2069,195.4067,-54.6699
195.4067,195.6066,-52.2252
195.6066,195.8064,-50.0061
195.8064,196.0062,-48.7723
196.0062,196.2061,-48.9935



//TRACE,Optical Spectrum,Input 1 (Run 9) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.8,2.0404
191.9,2.403
192.8,3.1073
193.6,3.0911
194,4.0353
195.5,9.3362

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.3261
191.8095,192.0094,-57.5357
192.0094,192.2092,-56.9266
192.2092,192.4091,-56.5648
192.4091,192.6089,-56.4743
192.6089,192.8088,-56.6151
192.8088,193.0086,-56.8758
193.0086,193.2084,-57.094
193.2084,193.4083,-57.1105
193.4083,193.6081,-56.8438
193.6081,193.808,-56.3507
193.808,194.0078,-55.8246
194.0078,194.2077,-55.5113
194.2077,194.4075,-55.5618
194.4075,194.6073,-55.8981
194.6073,194.8072,-56.1783
194.8072,195.007,-55.9186
195.007,195.2069,-54.7523
195.2069,195.4067,-52.6403
195.4067,195.6066,-50.0162
195.6066,195.8064,-47.6463
195.8064,196.0062,-46.3296
196.0062,196.2061,-46.5601



//TRACE,Optical Spectrum,Input 1 (Run 10) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.9,2.6812
192,3.0092
192.1,3.2837
192.6,3.6768
193.3,3.0169
193.9,4.2512
194.4,4.3595
194.9,4.0767
195.5,9.9523

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.0629
191.8095,192.0094,-57.2536
192.0094,192.2092,-56.6272
192.2092,192.4091,-56.2505
192.4091,192.6089,-56.1474
192.6089,192.8088,-56.2778
192.8088,193.0086,-56.5289
193.0086,193.2084,-56.7373
193.2084,193.4083,-56.7426
193.4083,193.6081,-56.4629
193.6081,193.808,-55.9557
193.808,194.0078,-55.4159
194.0078,194.2077,-55.0905
194.2077,194.4075,-55.1307
194.4075,194.6073,-55.456
194.6073,194.8072,-55.7202
194.8072,195.007,-55.435
195.007,195.2069,-54.2315
195.2069,195.4067,-52.072
195.4067,195.6066,-49.3973
195.6066,195.8064,-46.9849
195.8064,196.0062,-45.6449
196.0062,196.2061,-45.878



//TRACE,Optical Spectrum,Input 1 (Run 11) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.9,2.3651
192.2,3.1511
192.4,3.3573
192.5,3.36
192.6,3.3029
192.7,3.1983
192.8,3.0611
193.2,2.599
193.3,2.6035
193.5,2.8294
193.6,3.0388
193.7,3.2881
193.8,3.5498
193.9,3.7907
194.5,3.6667
194.8,3.3425
194.9,3.5325
195,3.9511
195.1,4.6203
195.3,6.6652
195.5,9.2521
195.7,11.6213

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.362
191.8095,192.0094,-57.5742
192.0094,192.2092,-56.9675
192.2092,192.4091,-56.6077
192.4091,192.6089,-56.5189
192.6089,192.8088,-56.6612
192.8088,193.0086,-56.9231
193.0086,193.2084,-57.1427
193.2084,193.4083,-57.1607
193.4083,193.6081,-56.8958
193.6081,193.808,-56.4046
193.808,194.0078,-55.8804
194.0078,194.2077,-55.5687
194.2077,194.4075,-55.6206
194.4075,194.6073,-55.9584
194.6073,194.8072,-56.2408
194.8072,195.007,-55.9846
195.007,195.2069,-54.8233
195.2069,195.4067,-52.7179
195.4067,195.6066,-50.1007
195.6066,195.8064,-47.7365
195.8064,196.0062,-46.423
196.0062,196.2061,-46.6531



//TRACE,Optical Spectrum,Input 1 (Run 12) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.1882
191.7,1.6046
191.9,2.3598
192.1,2.942
192.2,3.1454
192.3,3.2826
192.4,3.3513
192.7,3.192
192.8,3.0547
192.9,2.9048
193,2.7637
193.1,2.6528
