//DATASET,
//created,Sun, 21 Feb 2021 13:11:08 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.8,1.7747
192.1,2.6954
192.3,3.0232
192.4,3.0864
192.6,3.0223
192.8,2.7723
193.1,2.3586
193.2,2.2937
193.5,2.5081
193.7,2.9546
193.8,3.2102
193.9,3.4452
194.2,3.7458
194.6,3.0915
194.8,2.9462
195,3.5281
195.2,5.0806
195.3,6.1838
195.4,7.4296
195.5,8.7268
195.8,11.8861



//TRACE,Optical Spectrum,Input 1 (Run 13) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.794
191.8095,192.0094,-58.0372
192.0094,192.2092,-57.4588
192.2092,192.4091,-57.1236
192.4091,192.6089,-57.0554
192.6089,192.8088,-57.215
192.8088,193.0086,-57.4926
193.0086,193.2084,-57.7283
193.2084,193.4083,-57.7647
193.4083,193.6081,-57.521
193.6081,193.808,-57.0529
193.808,194.0078,-56.5512
194.0078,194.2077,-56.2594
194.2077,194.4075,-56.3283
194.4075,194.6073,-56.6842
194.6073,194.8072,-56.9928
194.8072,195.007,-56.7785
195.007,195.2069,-55.6782
195.2069,195.4067,-53.6505
195.4067,195.6066,-51.1159
195.6066,195.8064,-48.8212
195.8064,196.0062,-47.5458
196.0062,196.2061,-47.7717

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.785
191.7,1.1852
191.8,1.5633
191.9,1.909
192,2.2118
192.1,2.4626
192.5,2.8294
192.8,2.5057
192.9,2.3484
193.2,2.0119
193.3,2.0069
193.4,2.0747
193.6,2.4094
193.8,2.8967
193.9,3.1263
194,3.3042
194.3,3.3258
194.4,3.158
194.6,2.7412
194.7,2.5973
194.9,2.7473
195,3.1378
195.2,4.656
195.3,5.7394
195.4,6.9648
195.5,8.2419
195.6,9.4692
195.7,10.5399
195.8,11.3553



//TRACE,Optical Spectrum,Input 1 (Run 14) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.4138
191.8095,192.0094,-57.6297
192.0094,192.2092,-57.0264
192.2092,192.4091,-56.6696
192.4091,192.6089,-56.5833
192.6089,192.8088,-56.7276
192.8088,193.0086,-56.9915
193.0086,193.2084,-57.213
193.2084,193.4083,-57.2332
193.4083,193.6081,-56.9708
193.6081,193.808,-56.4824
193.808,194.0078,-55.9609
194.0078,194.2077,-55.6516
194.2077,194.4075,-55.7056
194.4075,194.6073,-56.0455
194.6073,194.8072,-56.3311
194.8072,195.007,-56.0799
195.007,195.2069,-54.9259
195.2069,195.4067,-52.8299
195.4067,195.6066,-50.2226
195.6066,195.8064,-47.8668
195.8064,196.0062,-46.5578
196.0062,196.2061,-46.7875

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.1439
191.7,1.5585
191.8,1.9509
191.9,2.3103
192,2.6262
192.1,2.8893
192.2,3.0913
192.3,3.2272
192.4,3.2947
192.5,3.2963
192.6,3.2381
192.7,3.1325
192.8,2.9944
192.9,2.8437
193,2.7017
193.1,2.59
193.3,2.5318
193.4,2.6086
193.5,2.7552
193.6,2.9632
193.7,3.211
193.8,3.4713
193.9,3.7109
194,3.8981
194.1,4.0084
194.3,3.943
194.4,3.7824
194.5,3.5804
194.6,3.3834
194.8,3.251
194.9,3.4382
195,3.8534
