//DATASET,
//created,Sun, 07 Feb 2021 22:54:44 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
194.2077,194.4075,-55.9731
194.4075,194.6073,-56.3199
194.6073,194.8072,-56.6154
194.8072,195.007,-56.38
195.007,195.2069,-55.2491
195.2069,195.4067,-53.1825
195.4067,195.6066,-50.6065
195.6066,195.8064,-48.2769
195.8064,196.0062,-46.9824
196.0062,196.2061,-47.2105



//TRACE,Optical Spectrum,Input 1 (Run 18) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.4221
191.7,1.848
191.8,2.2514
191.9,2.6214
192,2.9475
192.1,3.2202
192.2,3.431
192.3,3.575
192.4,3.65
192.5,3.6583
192.6,3.6061
192.7,3.5061
192.8,3.3732
192.9,3.2276
193,3.0909
193.1,2.9846
193.2,2.929
193.3,2.9387
193.4,3.0225
193.5,3.1767
193.6,3.3925
193.7,3.6485
193.8,3.9168
193.9,4.1641
194.1,4.4754
194.2,4.496
194.3,4.4215
194.4,4.2665
194.5,4.0707
194.6,3.8813
194.7,3.7595
194.8,3.7709
194.9,3.9738
195,4.4083
195.1,5.0962
195.2,6.0379
195.3,7.1856
195.4,8.4776
195.5,9.8199
195.8,13.083

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.1195
191.8095,192.0094,-57.3142
192.0094,192.2092,-56.6915
192.2092,192.4091,-56.318
192.4091,192.6089,-56.2176
192.6089,192.8088,-56.3502
192.8088,193.0086,-56.6034
193.0086,193.2084,-56.8139
193.2084,193.4083,-56.8216
193.4083,193.6081,-56.5447
193.6081,193.808,-56.0406
193.808,194.0078,-55.5037
194.0078,194.2077,-55.1809
194.2077,194.4075,-55.2233
194.4075,194.6073,-55.5509
194.6073,194.8072,-55.8186
194.8072,195.007,-55.5389
195.007,195.2069,-54.3433
195.2069,195.4067,-52.1941
195.4067,195.6066,-49.5303
195.6066,195.8064,-47.127
195.8064,196.0062,-45.792
196.0062,196.2061,-46.0246



//TRACE,Optical Spectrum,Input 1 (Run 19) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
192.1,3.1052
192.5,3.5326
193,2.9557
193.2,2.7899
193.3,2.7974
194.1,4.3132
194.8,3.5903
195.2,5.8282
195.5,9.5806

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.2217
191.8095,192.0094,-57.4238
192.0094,192.2092,-56.8078
192.2092,192.4091,-56.4401
192.4091,192.6089,-56.3446
192.6089,192.8088,-56.4813
192.8088,193.0086,-56.7382
193.0086,193.2084,-56.9525
193.2084,193.4083,-56.9645
193.4083,193.6081,-56.6927
193.6081,193.808,-56.194
193.808,194.0078,-55.6624
194.0078,194.2077,-55.3444
194.2077,194.4075,-55.3908
194.4075,194.6073,-55.7227
194.6073,194.8072,-55.9966
194.8072,195.007,-55.7267
195.007,195.2069,-54.5457
195.2069,195.4067,-52.4149
195.4067,195.6066,-49.7707
195.6066,195.8064,-47.384
195.8064,196.0062,-46.058
196.0062,196.2061,-46.2896



//TRACE,Optical Spectrum,Input 1 (Run 20) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.8558
191.8,1.6397
191.9,1.988
192.1,2.5467
192.2,2.7394
192.8,2.602
192.9,2.446
193,2.2987
193.2,2.1137
193.4,2.1799
193.7,2.7579
193.8,3.0099
193.9,3.2415
194.3,3.4474
194.7,2.7263
194.8,2.7125
195,3.2788
195.1,3.9204
195.2,4.8094
195.5,8.4171
195.7,10.7274
195.8,11.547

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.719
191.8095,192.0094,-57.9569
192.0094,192.2092,-57.3736
192.2092,192.4091,-57.0341
192.4091,192.6089,-56.9623
192.6089,192.8088,-57.1189
192.8088,193.0086,-57.3938
193.0086,193.2084,-57.6267
193.2084,193.4083,-57.6599
193.4083,193.6081,-57.4125
193.6081,193.808,-56.9404
193.808,194.0078,-56.4348
194.0078,194.2077,-56.1395
194.2077,194.4075,-56.2056
194.4075,194.6073,-56.5583
194.6073,194.8072,-56.8624
194.8072,195.007,-56.6408
195.007,195.2069,-55.5299
195.2069,195.4067,-53.4888
195.4067,195.6066,-50.9399
195.6066,195.8064,-48.6331
195.8064,196.0062,-47.3511
196.0062,196.2061,-47.5778



//TRACE,Optical Spectrum,Input 1 (Run 21) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
193.1,1.2839
194.6,1.7355
194.7,1.5722
195,2.017
195.5,6.8499
195.7,9.0499

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.3903
191.8095,192.0094,-58.6762
